date_found,company,title,location,work_mode,date_posted,source,link,active_resume,ats_match_pct,benefits_score,qol_score,pressure_score,culture_score,overall_score,hire_chance_pct,ai_detection_pct,status,date_applied,xp,notes
2026-07-19,Humanoid,IT Office Support Engineer,"Cambridge, MA",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4437568742/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Cambridge, MA; JD pendente"
2026-07-19,Haystack,IT Support Specialist,"Hawaii, United States",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4437976368/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Hawaii, United States; JD pendente"
2026-07-19,Amazon,"IT Support Engineer I, Ops Tech Solutions (OTS)","Niagara Falls, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4402653334/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Niagara Falls, NY; JD pendente"
2026-07-19,DailyPay,IT Analyst,"New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4429350857/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,OpenAI,IT Support Specialist,"Mountain View, CA",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4438332459/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Mountain View, CA; JD pendente"
2026-07-19,Amazon,ITS Support Engineer I,"Sunnyvale, CA",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4439377805/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Sunnyvale, CA; JD pendente"
2026-07-19,Amazon,ITS Support Engineer I,"Herndon, VA",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4420403561/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Herndon, VA; JD pendente"
2026-07-19,Axinn,Tech Support Specialist,Washington DC-Baltimore Area,a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4439077598/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit alto; cidade: Washington DC-Baltimore Area; JD pendente
2026-07-19,Action1,Technical Support Engineer Tier I,"North Carolina, United States",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4438326092/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: North Carolina, United States; JD pendente"
2026-07-19,Cognition,AI Support Engineer,Buffalo-Niagara Falls Area,a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4399982815/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit alto; cidade: Buffalo-Niagara Falls Area; JD pendente
2026-07-19,Amazon,ITS Support Engineer I,"Nashville, TN",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4420635856/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Nashville, TN; JD pendente"
2026-07-19,Amazon,"IT Support Associate II, OTS","Richardson, TX",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4420934683/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Richardson, TX; JD pendente"
2026-07-19,"Trilyon, Inc.",MacOS Help Desk Technician/IT Support-$26/hr,"New York, United States",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4438337218/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, United States; JD pendente"
2026-07-19,Haystack,IT Support Specialist,Washington DC-Baltimore Area,a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4438930493/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit alto; cidade: Washington DC-Baltimore Area; JD pendente
2026-07-19,Vanderbilt University Medical Center,Technical Support Specialist (Local / Onsite),Nashville Metropolitan Area,a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4435689644/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit alto; cidade: Nashville Metropolitan Area; JD pendente
2026-07-19,Amazon,ITS Support Engineer I,"Denver, CO",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4420407482/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Denver, CO; JD pendente"
2026-07-19,Amazon,ITS Support Engineer I,"Nashville, TN",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4420652106/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Nashville, TN; JD pendente"
2026-07-19,Neovia Logistics,IT Analyst I,"Greenfield, IN",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4402526439/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Greenfield, IN; JD pendente"
2026-07-19,Haystack,Technical Support Associate,"Salinas, CA",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4433923719/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Salinas, CA; JD pendente"
2026-07-19,Las Vegas Sands Corp.,Technology Support Engineer,"Las Vegas, NV",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4380012766/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Las Vegas, NV; JD pendente"
2026-07-19,Boeing,IT Support Technician L2 - Contract - Onsite,"Bingen, WA",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4436679599/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Bingen, WA; JD pendente"
2026-07-19,Kaleida Health,IT Analyst III,"Buffalo, NY",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4438936398/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Buffalo, NY; JD pendente"
2026-07-19,Bloomberg,IT Service Desk Analyst,"New York, NY",a confirmar (cidade listada),2026-07-14,linkedin (email alert),https://www.linkedin.com/jobs/view/4437671654/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Proxima,IT Support Analyst,"Chicago, IL",a confirmar (cidade listada),2026-07-14,linkedin (email alert),https://www.linkedin.com/jobs/view/4428869426/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Chicago, IL; JD pendente"
2026-07-19,Arch,IT Support Engineer,"New York, NY",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4437668209/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Microsoft,Data Center Technician (Nightshift) - CTJ - Poly,"Fauquier County, VA",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440015891/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Fauquier County, VA; JD pendente"
2026-07-19,Holland & Knight LLP,IT Support Specialist,"New York, NY",a confirmar (cidade listada),2026-07-16,linkedin (email alert),https://www.linkedin.com/jobs/view/4413749208/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,DeepL,IT Support Engineer,"Austin, TX",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440794771/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Austin, TX; JD pendente"
2026-07-19,Henderson Harbor Group,Entry Level IT Support - $75k,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441616134/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Voice AI Space,IT Support Specialist,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441126781/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,BrainStation,IT Help Desk Technician,"New York, United States",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441666926/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, United States; JD pendente"
2026-07-19,Optiver,Enterprise Technology Support Engineer,"New York, United States",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4438742557/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, United States; JD pendente"
2026-07-19,Stripe,Technical Support Engineer,"New York, United States",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441411654/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, United States; JD pendente"
2026-07-19,Amazon,"IT Support Engineer I, Ops Tech Solutions (OTS)","Richmond, VA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4393221873/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Richmond, VA; JD pendente"
2026-07-19,Habitat Health,IT Support Analyst,"West Covina, CA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441204330/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: West Covina, CA; JD pendente"
2026-07-19,Stripe,Technical Support Engineer,"San Francisco, CA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441416500/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: San Francisco, CA; JD pendente"
2026-07-19,Microsoft,Technical Support Engineering,"Seattle, WA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440553219/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Seattle, WA; JD pendente"
2026-07-19,Plaid,Technical Support Engineer,New York City Metropolitan Area,a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440861691/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit alto; cidade: New York City Metropolitan Area; JD pendente
2026-07-19,Metropolitan Transportation Authority,Technical Support Analyst Levels 1 - 2,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4439877715/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Retool,Support Engineer,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4438044029/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Microsoft,Data Center Technician,"Richmond, VA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441983419/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Richmond, VA; JD pendente"
2026-07-19,SpaceX,IT Support Technician,"Washington, DC",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4423096543/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: Washington, DC; JD pendente"
2026-07-19,Metropolitan Transportation Authority,Technical Support Analyst Levels 1 - 5,"New York, NY",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441704409/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Marc Jacobs,Desktop Support Specialist,"New York, NY",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4429128854/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit alto; cidade: New York, NY; JD pendente"
2026-07-19,Microsoft,Solution Engineer - Cloud & AI Infrastructure,United States,remote (a confirmar),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4418602414/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Swooped,Microsoft System and Identity Administrator,United States,remote (a confirmar),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4436942860/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Swooped,IT Systems Administrator,United States,remote (a confirmar),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4436960272/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Robert Half,Information Technology Specialist,United States,remote (a confirmar),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4436521265/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,CodeX Tech-IT LLC,AI Engineer,United States,remote (a confirmar),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4437451467/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Significance,Microsoft 365 Adminstrator with SharePoint Expertise,United States,remote (a confirmar),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4436883549/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,ITA International,Artificial Intelligence (AI) Training Specialist,United States,remote (a confirmar),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4430748589/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Bletchley Fellowship,AI Engineering Apprentice - Career-Change Program (No Tech Background Required),United States,remote (a confirmar),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4422746521/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,MCI,AI Trainer,United States,remote (a confirmar),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4427224254/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Kevin M. Downey,"AI Implementation & Training Specialist — Setup, Automation & Team Training — $70K to $110K+ Base",United States,remote (a confirmar),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4436759912/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Avalara,AI Automation Engineer,United States,remote (a confirmar),2026-07-09,linkedin (email alert),https://www.linkedin.com/jobs/view/4437090294/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Robert Half,Information Technology Specialist,United States,remote (a confirmar),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4437096722/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Swooped,IT Systems Administrator,United States,remote (a confirmar),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4439569370/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Amtrak,Data & AI Engineer - 90408785 - Remote,"Washington, DC",remote (a confirmar),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4401638880/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Allstate,Microsoft 365 Cloud Platform Engineer Expert,United States,remote (a confirmar),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4437950428/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
